Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
72,Philippines,Southeast Asia,0.04835723598435461,0.4584869206599372,0.07801102204408818,0.4782608695652173,0.09193898655635989,0.002339412360688957,0.021987667009249742,2017
56,Moldova,Central And Eastern Europe,0.05367666232073011,0.3896211301493839,0.07788076152304609,0.5434782608695652,0.037819027921406415,0.025240121580547115,0.0022332990750256938,2017
87,Greece,Desconocido,0.045710560625814856,0.6893009218239675,0.07710921843687374,0.6956521739130435,0.015039296794208894,0.0,0.009582733812949641,2017
74,Jordan,Middle East And North Africa,0.047131681877444584,0.5297497734941109,0.07708917835671342,0.5652173913043479,0.06573526370217167,0.0208145896656535,0.02651901336073998,2017
83,Montenegro,Central And Eastern Europe,0.04584093872229464,0.5993045819191299,0.00770440881763527,0.6086956521739131,0.030632885211995867,0.023926038500506584,0.0019516957862281603,2017
126,Congo (Kinshasa),Sub-Saharan Africa,0.033363754889178615,0.0492332800652817,0.00764629258517034,0.30434782608695654,0.03707032057911065,0.029794326241134754,0.013334018499486126,2017
58,Bolivia,Latin America And Caribbean,0.05348109517601042,0.4456885879032855,0.07637474949899799,0.4782608695652173,0.08777869700103413,0.027268490374873357,0.013386433710174717,2017
142,Botswana,Sub-Saharan Africa,0.026662320730117334,0.5998205953354787,0.07599799599198397,0.3913043478260869,0.07936814891416753,0.012010131712259372,0.021821171634121273,2017
63,Peru,Latin America And Caribbean,0.052073011734028674,0.05533843879940879,0.0758246492985972,0.5869565217391304,0.07069700103412617,0.01533130699088146,0.010414182939362795,2017
95,Nigeria,Sub-Saharan Africa,0.04371577574967404,0.4189598929572169,0.0756382765531062,0.21739130434782616,0.062048603929679425,0.027919959473150964,0.005782117163412128,2017
130,Sudan,Western Europe,0.03152542372881356,0.35254716622632193,0.07552805611222443,0.36956521739130443,0.0023557394002068255,0.02204052684903749,0.0198879753340185,2017
25,Mexico,Latin America And Caribbean,0.06332464146023467,0.6164390274147128,0.07533266533066132,0.6304347826086956,0.06484074457083765,0.014627152988855117,0.029389516957862283,2017
64,Mauritius,Sub-Saharan Africa,0.050951760104302454,0.06357965307097985,0.07525150300601202,0.5869565217391304,0.07717580144777664,0.04363424518743668,0.009337101747173691,2017
92,Macedonia,Central And Eastern Europe,0.04503259452411994,0.05690747959446946,0.07514829659318636,0.5869565217391304,0.05120062047569804,0.03067781155015198,0.01334224049331963,2017
139,Lesotho,Sub-Saharan Africa,0.027209908735332456,0.27851424137027564,0.07404108216432866,0.17391304347826075,0.06137435367114788,0.019040526849037488,0.0026361767728674203,2017
61,North Cyprus,Middle East And North Africa,0.05331160365058668,0.7199977199407185,0.07380460921843686,0.6956521739130435,0.0740268872802482,0.0032259371833839924,0.03438746145940391,2017
45,El Salvador,Latin America And Caribbean,0.055827900912646666,0.4863296445707589,0.0735450901803607,0.5652173913043479,0.06793898655635988,0.009460992907801419,0.0019917780061664953,2017
115,Senegal,Sub-Saharan Africa,0.03668839634941329,0.025621666163320247,0.07339378757515029,0.4347826086956521,0.0593722854188211,0.022180344478216818,0.02555704008221994,2017
99,Nepal,South Asia,0.04225554106910037,0.256489668731387,0.07336773547094189,0.5,0.06917373319544985,0.04764336372847012,0.016153134635149023,2017
79,China,East Asia,0.04631029986962189,0.5779420264926889,0.07222044088176352,0.6521739130434783,0.07427611168562566,0.0034822695035460994,0.0050452209660842755,2017
103,Palestinian Territories,Middle East And North Africa,0.03981747066492829,0.38287395472282276,0.07189779559118237,0.5434782608695652,0.04001551189245088,0.01380243161094225,0.019762589928057555,2017
118,Gabon,Sub-Saharan Africa,0.03577574967405475,0.6405086532249838,0.07189579158316632,0.4130434782608696,0.04906721820062048,0.0052938196555217835,0.016833504624871532,2017
85,Azerbaijan,Commonwealth Of Independent States,0.04580182529335071,0.6166630332388643,0.07169539078156313,0.5217391304347825,0.0625511892450879,0.0054731509625126655,0.004006166495375128,2017
57,Romania,Central And Eastern Europe,0.05350717079530638,0.6509179238660205,0.07155210420841683,0.6086956521739131,0.0717962771458118,0.016141843971631206,0.9712230215827339,2017
53,Argelia,Middle East And North Africa,0.054119947848761396,0.5836611751905549,0.07131062124248497,0.5652173913043479,0.03665770423991727,0.008394123606889565,0.03233812949640288,2017
91,Honduras,Latin America And Caribbean,0.04511082138200781,0.3905311538099991,0.0711693386773547,0.5434782608695652,0.005468459152016547,0.028553191489361703,0.01623535457348407,2017
78,Kosovo,Central And Eastern Europe,0.04638852672750976,0.5086202241258273,0.07079058116232465,0.5217391304347825,0.04089141675284385,0.03867781155015197,0.01272147995889003,2017
65,Cyprus,Western Europe,0.050847457627118633,0.7248228453939802,0.07038677354709418,0.7173913043478259,0.05578903826266805,0.03279229989868288,0.00912846865364851,2017
133,Uganda,Sub-Saharan Africa,0.030769230769230767,0.02038953012778332,0.07029158316633266,0.326086956521739,0.06962564632885213,0.03938297872340426,0.012632065775950668,2017
88,Lebanon,Middle East And North Africa,0.04568448500651889,0.574638940612456,0.07027855711422845,0.6521739130434783,0.04532678386763186,0.031970618034447826,0.8304213771839671,2017
55,South Korea,East Asia,0.05367666232073011,0.749273481110509,0.0701943887775551,0.7391304347826086,0.04052016546018614,0.024985815602836883,0.014007194244604317,2017
114,Myanmar,Southeast Asia,0.036818774445893085,0.19624010224265834,0.06988076152304609,0.4347826086956521,0.08082833505687695,0.0010131712259371835,0.04179445015416238,2017
140,Angola,Sub-Saharan Africa,0.02704041720990873,0.4588769308002008,0.06871042084168336,0.21739130434782616,0.0,0.01183890577507599,0.01543268242548818,2017
111,Namibia,Sub-Saharan Africa,0.03719687092568448,0.5155424041025067,0.06834068136272543,0.3913043478260869,0.08174146845915202,0.009325227963525837,0.020617677286742034,2017
138,Zimbabwe,Sub-Saharan Africa,0.028083441981747063,0.20091022366581532,0.06738376753507012,0.30434782608695654,0.052846949327818,0.022866261398176293,0.021110996916752313,2017
50,Belize,Latin America And Caribbean,0.05521512385919165,0.048536261942810514,0.06727955911823646,0.4565217391304348,0.0860155118924509,0.029016210739614995,0.021378211716341213,2017
90,Bosnia And Herzegovina,Central And Eastern Europe,0.04512385919165579,0.5251516539430026,0.06652805611222444,0.6304347826086956,0.032112719751809723,0.03975785207700101,0.0,2017
112,Kenya,Sub-Saharan Africa,0.03692307692307692,0.2996067897765342,0.06644188376753506,0.36956521739130443,0.0711302998965874,0.05378014184397164,0.014308324768756424,2017
134,Burkina Faso,Sub-Saharan Africa,0.030130378096479785,0.18721586761255796,0.0649068136272545,0.326086956521739,0.050958634953464324,0.030327254305977713,0.026635149023638234,2017
153,Tanzania,Sub-Saharan Africa,0.02122555410691004,0.2732301039827036,0.06482665330661322,0.4130434782608696,0.06127300930713547,0.004282674772036475,0.014616649537512847,2017
121,Armenia,Commonwealth Of Independent States,0.03461538461538462,0.4814175168554382,0.06267935871743487,0.5869565217391304,0.031154084798345402,0.010093211752786222,0.005904419321685509,2017
129,Cambodia,Southeast Asia,0.03190352020860496,0.32167636358545326,0.06260220440881763,0.4565217391304348,0.09950465356773527,0.04665552178318136,0.01507502569373073,2017
116,Zambia,Sub-Saharan Africa,0.03641460234680573,0.3401938450399711,0.06241282565130259,0.34782608695652173,0.07251913133402275,0.0030172239108409325,0.017312435765673175,2017
104,Egypt,Middle East And North Africa,0.03929595827900913,0.5290497552936376,0.06205711422845691,0.5,0.0443205791106515,0.015550151975683893,0.025318602261048307,2017
135,Niger,Sub-Saharan Africa,0.03007822685788786,0.08655825051451338,0.06178056112224448,0.34782608695652173,0.05713133402275078,0.02764539007092199,0.03067317574511819,2017
106,Sierra Leone,Sub-Saharan Africa,0.03895697522816166,0.1969411204691322,0.06122745490981963,0.17391304347826075,0.05006825232678387,0.03542654508611956,0.015736896197327852,2017
117,Iraq,Middle East And North Africa,0.03619295958279008,0.5894583259164738,0.06088376753507013,0.5,0.04533298862461221,0.024134751773049648,0.0237327852004111,2017
77,Croatia,Central And Eastern Europe,0.04657105606258148,0.6535229915977815,0.06022244488977955,0.6304347826086956,0.04018200620475699,0.02998176291793313,0.009540596094552928,2017
137,Chad,Sub-Saharan Africa,0.02887874837027379,0.23414208769428005,0.059343687374749494,0.19565217391304346,0.025504653567735267,0.026126646403242148,0.001186022610483042,2017
107,Cameroon,Sub-Saharan Africa,0.038774445893089954,0.30165184294791664,0.05885571142284569,0.26086956521739135,0.0676153050672182,0.028566362715298887,0.0011356628982528262,2017
151,Rwanda,Sub-Saharan Africa,0.022816166883963488,0.01971151249932498,0.05883667334669338,0.3913043478260869,0.09140951396070321,0.030556231003039516,0.10076361767728675,2017
146,Yemen,Middle East And North Africa,0.024406779661016943,0.3162872234678102,0.05819438877755511,0.36956521739130443,0.03919131334022751,0.012587639311043567,0.012565262076053444,2017
144,Madagascar,Sub-Saharan Africa,0.02507170795306388,0.16347125025250658,0.05680260521042084,0.4130434782608696,0.029722854188210964,0.02523404255319149,0.0014881808838643372,2017
128,Ivory Coast,Sub-Saharan Africa,0.03205997392438069,0.322362381421917,0.05628957915831663,0.21739130434782616,0.07033609100310238,0.02432826747720365,0.028789311408016445,2017
131,Ghana,Sub-Saharan Africa,0.03127770534550195,0.35666827337510776,0.054354709418837674,0.36956521739130443,0.06645811789038263,0.031059777102330294,0.005608427543679342,2017
148,Liberia,Sub-Saharan Africa,0.023624511082138196,0.06363465450101703,0.0054258517034068135,0.326086956521739,0.052296794208893486,0.03222391084093212,0.0086207605344296,2017
113,Mozambique,Sub-Saharan Africa,0.036883963494132976,0.1252492564806685,0.05417034068136272,0.23913043478260865,0.07553360910031023,0.038955420466058766,0.03971839671120247,2017
102,Tunisia,Middle East And North Africa,0.04020860495436765,0.5384379993879841,0.05402404809619238,0.5652173913043479,0.04550982419855223,0.006007092198581561,0.019196300102774923,2017
119,Ethiopia,Sub-Saharan Africa,0.03571056062581486,0.18133871480658498,0.05379458917835671,0.4130434782608696,0.0642306101344364,0.037797365754812566,0.03662384378211716,2017
124,Congo (Brazzaville),Sub-Saharan Africa,0.03350717079530639,0.4324352433163262,0.05176452905811623,0.36956521739130443,0.06834332988624613,0.0014609929078014184,0.017623843782117163,2017
109,Albania,Central And Eastern Europe,0.038109517601043016,0.5325188454899827,0.05000100200400801,0.6304347826086956,0.05993485005170631,0.024337386018237085,0.00882425488180884,2017
149,Guinea,Sub-Saharan Africa,0.023285528031290737,0.13072539886037038,0.04922645290581162,0.30434782608695654,0.05476421923474664,0.03201418439716312,0.02455601233299075,2017
84,Morocco,Middle East And North Africa,0.04581486310299869,0.46940020440531455,0.04820741482965931,0.5652173913043479,0.06412306101344364,0.003893617021276596,0.019426515930113054,2017
122,India,South Asia,0.03382007822685788,0.4234850106102759,0.04693286573146292,0.4565217391304348,0.7383660806618408,0.027990881458966565,0.020414182939362795,2017
110,Bangladesh,South Asia,0.03764015645371577,0.3136141539680032,0.04573547094188376,0.5217391304347825,0.07515098241985524,0.02082472137791287,0.02738540596094553,2017
93,Somalia,Sub-Saharan Africa,0.04471968709256843,0.012104314712182516,0.04486573146292585,0.26086956521739135,0.09459565667011377,0.03525633232016211,0.06251181911613567,2017
108,Iran,Middle East And North Africa,0.038735332464146024,0.6184120787140466,0.0044268537074148295,0.5869565217391304,0.03916959669079628,0.0468145896656535,0.010793422404933197,2017
80,Pakistan,South Asia,0.04625814863102998,0.3885591025366659,0.04185070140280561,0.4347826086956521,0.03695243019648397,0.038134751773049654,0.02752415210688592,2017
145,Haiti,Latin America And Caribbean,0.02453715775749674,0.1970421230952005,0.039844689378757514,0.34782608695652173,0.0047714581178903825,0.059140830800405275,0.0022106885919835556,2017
154,Burundi,Sub-Saharan Africa,0.015436766623207292,0.04897727340910864,0.039182364729458914,0.28260869565217384,0.09410548086866598,0.024714285714285716,0.01862589928057554,2017
147,South Sudan,Sub-Saharan Africa,0.024380704041720987,0.21235052111354896,0.03741082164328657,0.28260869565217384,0.023103412616339195,0.034535967578520774,0.025852004110996918,2017
141,Afghanistan,South Asia,0.02702737940026075,0.21461157990107743,0.03618036072144288,0.30434782608695654,0.016681489141675287,0.03770314083080041,0.013537512846865366,2017
125,Georgia,Commonwealth Of Independent States,0.03344198174706649,0.5081542120095123,0.0355,0.5869565217391304,0.04860910031023786,0.00652887537993921,0.055707091469681405,2017
136,Malawi,Sub-Saharan Africa,0.029322033898305084,0.12478724446835619,0.031888777555110215,0.36956521739130443,0.07335367114788005,0.03471631205673759,0.0016094552929085304,2017
143,Benin,Sub-Saharan Africa,0.025241199478487606,0.23043899141377677,0.027082164328657312,0.30434782608695654,0.06692037228541883,0.025139817629179332,0.013487153134635149,2017
150,Togo,Sub-Saharan Africa,0.023129074315514992,0.16327724520837542,0.0268687374749499,0.326086956521739,0.059766287487073425,0.023803444782168188,0.02117574511819116,2017
152,Syria,Middle East And North Africa,0.02269882659713168,0.04154308012008313,0.02464328657314629,0.5,0.012809720785935886,0.05967983789260386,0.03350051387461459,2017
155,Central African Republic,Sub-Saharan Africa,0.012672750977835722,0.0,0.0,0.19565217391304346,0.042550155118924515,0.03395542046605877,0.012521068859198356,2017
145,Afghanistan,South Asia,0.45102998696219027,0.20122023172602488,0.020161322645290577,0.4347826086956521,0.01206928645294726,0.03238500506585613,0.008157245632065777,2018
112,Albania,Central And Eastern Europe,0.03735332464146024,0.5553524391634183,0.05564529058116232,0.6739130434782608,0.05976111685625647,0.002529888551165147,0.007294964028776978,2018
84,Argelia,Middle East And North Africa,0.6678617992177313,0.5936024336632753,0.05947795591182364,0.6304347826086956,0.011031023784901759,0.009358662613981763,0.030253854059609456,2018
142,Angola,Sub-Saharan Africa,0.4723207301173402,0.44278451239732236,0.04436573146292585,0.4347826086956521,0.0,0.013371833839918948,0.01378108941418294,2018
29,Argentina,Latin America And Caribbean,0.06084745762711863,0.6504929128157332,0.06517835671342685,0.6521739130434783,0.0813205791106515,0.010502532928064844,0.012033915724563207,2018
129,Armenia,Commonwealth Of Independent States,0.5408735332464145,0.495076871998672,0.04960521042084168,0.6304347826086956,0.03712719751809721,0.013063829787234044,0.006216855087358685,2018
10,Australia,North America And Anz,0.9256844850065189,0.8125791270573035,0.0814188376753507,0.7391304347826086,0.009228541882109618,0.061207700101317125,0.0680010277492292,2018
12,Austria,Western Europe,0.9083833116036506,0.8134281491318776,0.08150400801603205,0.7391304347826086,0.08810548086866597,0.041032421479229995,0.05033812949640288,2018
87,Azerbaijan,Commonwealth Of Independent States,0.6556062581486309,0.6209891457177886,0.06222144288577154,0.5869565217391304,0.06135677352637022,0.0052401215805471125,0.039693730729701955,2018
43,Bahrain,Middle East And North Africa,0.7735332464146023,0.8112560926584091,0.08128557114228457,0.6304347826086956,0.08484281282316444,0.041190476190476194,0.0027677286742034944,2018
115,Bangladesh,South Asia,0.564315514993481,0.32282239338222796,0.03234569138276553,0.5869565217391304,0.08273733195449846,0.25937183383991896,0.003234326824254882,2018
73,Belarus,Commonwealth Of Independent States,0.692464146023468,0.6299413784758403,0.0631192384769539,0.6304347826086956,0.04386142709410549,0.017120567375886526,0.003471736896197328,2018
16,Belgium,Western Europe,0.8806779661016949,0.8026158680125683,0.008042084168336672,0.7391304347826086,0.08317373319544985,0.03188145896656535,0.05406577595066804,2018
49,Belize,Latin America And Caribbean,0.7540417209908734,0.48921971971271255,0.0490190380761523,0.5217391304347825,0.08461013443640124,0.0030952380952380958,0.019927029804727645,2018
136,Benin,Sub-Saharan Africa,0.5175097783572359,0.22910895683287769,0.0022955911823647293,0.4130434782608696,0.062770423991727,0.02767679837892604,0.015030832476875642,2018
97,Bhutan,South Asia,0.6401564537157757,0.4829335562724631,0.048388777555110216,0.5652173913043479,0.07729369183040331,0.061717325227963526,0.038418293936279546,2018
62,Bolivia,Latin America And Caribbean,0.7274837027379399,0.4554908427619118,0.04563927855711423,0.5434782608695652,0.00864632885211996,0.023932117527862208,0.012104830421377185,2018
93,Bosnia And Herzegovina,Central And Eastern Europe,0.6463233376792697,0.5548274255130633,0.055592184368737474,0.6739130434782608,0.04001137538779732,0.036609929078014185,0.0,2018
146,Botswana,Sub-Saharan Africa,0.445593220338983,0.6164750283507371,0.061769539078156306,0.5,0.07947776628748708,0.7183383991894631,0.02074922918807811,2018
28,Brazil,Latin America And Caribbean,0.8144458930899607,0.5978715446601612,0.05990581162324649,0.6304347826086956,0.07043743536711479,0.018694022289766972,0.019747173689619733,2018
100,Bulgaria,Central And Eastern Europe,0.6207301173402868,0.06394366253522592,0.06407014028056111,0.6521739130434783,0.05120889348500517,0.010887537993920974,0.0021007194244604317,2018
121,Burkina Faso,Sub-Saharan Africa,0.5544067796610169,0.019021494558858532,0.019059118236472945,0.4347826086956521,0.04448293691830404,0.02974873353596758,0.028771839671120247,2018
156,Burundi,Sub-Saharan Africa,0.356245110821382,0.055067431753225586,0.0055180360721442875,0.36956521739130443,0.009256463288521201,0.025246200607902735,0.017082219938335044,2018
120,Cambodia,Southeast Asia,0.5554758800521512,0.3327256508669225,0.03333867735470941,0.5217391304347825,0.09940227507755947,0.043459979736575484,0.014602261048304215,2018
99,Cameroon,Sub-Saharan Africa,0.626232073011734,0.32423143001718047,0.032486973947895785,0.3913043478260869,0.06474974146845916,0.0030992907801418446,0.009760534429599179,2018
7,Canada,North America And Anz,0.933037809647979,0.8067939766433928,0.08083867735470941,0.7391304347826086,0.0932192347466391,0.05436372847011145,0.006542651593011305,2018
155,Central African Republic,Sub-Saharan Africa,0.01775749674054759,0.014496376905799552,0.14529058116232463,0.30434782608695654,0.04357600827300931,0.03702228976697062,0.008623843782117164,2018
131,Chad,Sub-Saharan Africa,0.5382659713168187,0.21699664191268975,0.02174248496993988,0.326086956521739,0.026964839710444676,0.030657548125633233,0.013483042137718396,2018
25,Chile,Latin America And Caribbean,0.8219165580182528,0.6860508373217704,0.06874048096192384,0.6956521739130435,0.06155429162357808,0.03341033434650456,0.013632065775950667,2018
86,China,East Asia,0.6614993481095175,0.059994559858556326,0.06011322645290581,0.6956521739130435,0.08518614270941055,0.004858156028368795,0.02324049331963001,2018
37,Colombia,Latin America And Caribbean,0.7937418513689699,0.5824261430797201,0.05835771543086172,0.6086956521739131,0.07585625646328852,0.016716312056737587,0.008867420349434739,2018
114,Congo (Brazzaville),Sub-Saharan Africa,0.5719165580182529,0.4133377467814163,0.04141583166332665,0.4565217391304348,0.07333919338159256,0.015512664640324216,0.01738540596094553,2018
132,Congo (Kinshasa),Sub-Saharan Africa,0.5310039113428943,0.041980091482378544,0.004206412825651303,0.3913043478260869,0.044584281282316444,0.03343971631205674,0.011751284686536485,2018
13,Costa Rica,Latin America And Caribbean,0.8995567144719686,0.6125409260640776,0.061374749498997995,0.6956521739130435,0.09014374353671148,0.002429584599797366,0.022628982528263106,2018
82,Croatia,Central And Eastern Europe,0.6713298565840938,0.6761145789790535,0.006774549098196392,0.6521739130434783,0.0542947259565667,0.020349544072948332,0.00875950668036999,2018
61,Cyprus,Middle East And North Africa,0.7288657105606258,0.745183374767744,0.07466533066132265,0.7391304347826086,0.06034436401240952,0.0343323201621074,0.00786639260020555,2018
21,Czech Republic,Central And Eastern Europe,0.8525162972620598,0.748004448115651,0.07494889779559118,0.7173913043478259,0.07745708376421924,0.010844984802431613,0.007565262076053443,2018
3,Denmark,Western Europe,0.9626075619295957,0.08193713036538951,0.08209919839679358,0.7173913043478259,0.009752843846949327,0.04821884498480243,0.09174306269270299,2018
83,Dominican Republic,Latin America And Caribbean,0.6688005215123859,0.005953154782024333,0.005964929859719439,0.5869565217391304,0.008254395036194417,0.020337386018237084,0.02378108941418294,2018
48,Ecuador,Latin America And Caribbean,0.7563363754889177,0.5392110194865066,0.005402805611222445,0.6521739130434783,0.0793846949327818,0.019315096251266466,0.027023638232271326,2018
122,Egypt,Middle East And North Africa,0.5537288135593219,0.5369179598669566,0.005379759519038075,0.5652173913043479,0.044546018614270946,0.015669706180344477,0.02397841726618705,2018
40,El Salvador,Latin America And Caribbean,0.7815775749674053,0.048867270549034274,0.048963927855711416,0.6086956521739131,0.0657569803516029,0.011031408308004054,0.018517985611510794,2018
63,Estonia,Western Europe,0.7258279009126466,0.72772192076994,0.007291583166332665,0.6521739130434783,0.07890589451913135,0.014534954407294834,0.039103802672148,2018
127,Ethiopia,Sub-Saharan Africa,0.5447327249022164,0.18673585513223345,0.018710420841683364,0.5,0.06450465356773527,0.03723302938196556,0.0328448098663926,2018
1,Finland,Western Europe,0.9726205997392436,0.7914415774810146,0.0793006012024048,0.7173913043478259,0.0971540847983454,0.0032492401215805473,0.0883792394655704,2018
23,France,Western Europe,0.8236245110821381,0.7839763833859681,0.07855310621242484,0.7391304347826086,0.0742688728024819,0.016588652482269504,0.03951387461459404,2018
103,Gabon,Sub-Saharan Africa,0.5979400260756192,0.6284233390068142,0.06296693386773547,0.5,0.05085625646328852,0.00543161094224924,0.011595066803699898,2018
128,Georgia,Commonwealth Of Independent States,0.5434680573663624,0.5174524537637979,0.05184769539078156,0.6086956521739131,0.05359152016546019,0.006526849037487336,0.04829599177800616,2018
15,Germany,Western Europe,0.885606258148631,0.8123781218311676,0.08139879759519038,0.7173913043478259,0.08366804550155119,0.04637082066869301,0.06293833504624871,2018
108,Ghana,Sub-Saharan Africa,0.03827900912646674,0.35883232964057066,0.03595390781563126,0.4565217391304348,0.07116028955532576,0.03590577507598784,0.006467625899280576,2018
79,Greece,Western Europe,0.6761147327249022,0.699692191996992,0.07010721442885771,0.7173913043478259,0.018688728024819027,0.0,1.0,2018
30,Guatemala,Latin America And Caribbean,0.8096219035202086,0.4738143191722985,0.00474749498997996,0.5869565217391304,0.08625853154084799,0.030316109422492403,0.01588180883864337,2018
140,Guinea,Sub-Saharan Africa,0.49439374185136886,0.20843241924290032,0.020884769539078155,0.4130434782608696,0.056285418821096174,0.0031448834853090176,0.02110174717368962,2018
148,Haiti,Latin America And Caribbean,0.02426336375488917,0.1908699626190281,0.019125250501002004,0.4347826086956521,0.003546018614270941,0.06652178318135765,0.023292908530318603,2018
72,Honduras,Latin America And Caribbean,0.04932203389830507,0.375761769806015,0.037650300601202405,0.6086956521739131,0.06546432264736299,0.03336879432624114,0.016548818088386433,2018
76,Hong Kong,East Asia,0.685567144719687,0.8520631536419948,0.08537474949899798,0.8043478260869565,0.07482730093071356,0.04178824721377913,0.06554470709146969,2018
69,Hungary,Central And Eastern Europe,0.05083441981747065,0.7101444637560577,0.07115531062124249,0.6521739130434783,0.036971044467425024,0.0010293819655521784,0.005006166495375129,2018
4,Iceland,Western Europe,0.9547718383311602,0.8146101798646765,0.08162224448897795,0.7391304347826086,0.096564632885212,0.05989057750759879,0.031041109969167525,2018
133,India,South Asia,0.5238200782268578,0.43738937212367524,0.043825651302605205,0.5434782608695652,0.07698241985522233,0.029194528875379943,0.0209568345323741,2018
96,Indonesia,Southeast Asia,0.6415254237288135,0.5452031752825574,0.054628256513026045,0.5434782608695652,0.07681695966907963,0.08206585612968592,0.003965056526207606,2018
106,Iran,Middle East And North Africa,0.591199478487614,0.6419206899379384,0.006431863727454909,0.6304347826086956,0.06556876938986557,0.04787841945288754,0.029073997944501544,2018
117,Iraq,Middle East And North Africa,0.5584745762711864,0.6124069225799871,0.06136172344689378,0.5652173913043479,0.043348500517063085,0.025034447821681866,0.021277492291880782,2018
14,Ireland,Western Europe,0.8872229465449804,0.8778488240694259,0.08795891783567134,0.7173913043478259,0.08763805584281283,0.05196859169199595,0.06878006166495375,2018
11,Israel,Middle East And North Africa,0.0713037809647979,0.7542846113998964,0.07557815631262525,0.7391304347826086,0.06623888314374354,0.04449949341438703,0.018371017471736896,2018
47,Italy,Western Europe,0.759882659713168,0.766604931728225,0.076812625250501,0.7608695652173914,0.040112719751809724,0.0023150962512664642,0.0063987667009249745,2018
107,Ivory Coast,Sub-Saharan Africa,0.5865840938722294,0.32796252702570267,0.03286072144288577,0.34782608695652173,0.0665915201654602,0.024820668693009123,0.0023155190133607403,2018
56,Jamaica,Latin America And Caribbean,0.7454628422425033,0.49639190618956097,0.049737474949899795,0.6304347826086956,0.08211478800413652,0.016323201621073962,0.007038026721479959,2018
54,Japan,East Asia,0.0546805736636245,0.07848404058505522,0.07863927855711422,0.7826086956521738,0.0789358841778697,0.01332725430597771,0.03366289825282631,2018
90,Jordan,Middle East And North Africa,0.6504041720990873,0.4982289539528028,0.04992184368737475,0.6086956521739131,0.06677766287487073,0.02201519756838906,0.03017677286742035,2018
60,Kazakhstan,Commonwealth Of Independent States,0.732464146023468,0.6929130157384092,0.006942885771543086,0.6086956521739131,0.06474767321613237,0.025024316109422497,0.027146968139773898,2018
124,Kenya,Sub-Saharan Africa,0.552490221642764,0.29900077402012454,0.029958917835671343,0.5217391304347825,0.07189865563598759,0.05976089159067883,0.01240082219938335,2018
66,Kosovo,Central And Eastern Europe,0.7157757496740547,0.05183734777104205,0.05193987975951903,0.5869565217391304,0.06397207859358842,0.046430597771023305,0.005164439876670093,2018
45,Kuwait,Middle East And North Africa,0.7707040417209908,0.8936962361021387,0.08954609218436874,0.6304347826086956,0.07911892450879007,0.028377912867274573,0.023880781089414185,2018
92,Kyrgyzstan,Commonwealth Of Independent States,0.6465058670143415,0.32119135097512536,0.032182364729458915,0.5869565217391304,0.07706411582213031,0.04758966565349544,0.007776978417266187,2018
110,Laos,East Asia,0.5803129074315514,0.4364803484890607,0.04373446893787575,0.5217391304347825,0.0893857290589452,0.03894326241134752,0.039060637204522096,2018
53,Latvia,Western Europe,0.7511082138200782,0.6961771006046157,0.06975551102204408,0.6304347826086956,0.051807652533609104,0.015539007092198583,0.014918807810894143,2018
88,Lebanon,Middle East And North Africa,0.6553846153846152,0.5849192078994054,0.005860721442885772,0.6739130434782608,0.04163081695966908,0.03162512664640324,0.0075570400822199384,2018
141,Lesotho,Sub-Saharan Africa,0.47406779661016946,0.2865234496096899,0.02870941883767535,0.34782608695652173,0.060371251292657704,0.01960182370820669,0.025078108941418296,2018
149,Liberia,Sub-Saharan Africa,0.43328552803129067,0.04592319400304408,0.0046012024048096185,0.4347826086956521,0.05979214064115823,0.03486018237082067,0.6752312435765674,2018
70,Libya,Middle East And North Africa,0.7032073011734027,0.5974165328298535,0.005985971943887775,0.5652173913043479,0.07078903826266805,0.019587639311043566,0.03333196300102775,2018
50,Lithuania,Western Europe,0.7535593220338982,0.7257948706666373,0.07272344689378757,0.6521739130434783,0.04993898655635988,0.0044356636271529895,0.0014295991778006166,2018
17,Luxembourg,Western Europe,0.8784615384615384,0.9557728500941025,0.09576653306613225,0.7391304347826086,0.09021509824198552,0.033240121580547115,0.07219218910585817,2018
89,Macedonia,Central And Eastern Europe,0.6535462842242502,0.5817701260232766,0.05829258517034068,0.6304347826086956,0.056309203722854195,0.029369807497467072,0.0011798561151079136,2018
143,Madagascar,Sub-Saharan Africa,0.4695567144719686,0.15909013634354496,0.015940881763527055,0.5,0.03155532574974147,0.026207700101317125,0.010915724563206579,2018
147,Malawi,Sub-Saharan Africa,0.44520208604954364,0.11284193389028115,0.011306613226452905,0.4565217391304348,0.07573009307135471,0.035659574468085105,0.01804830421377184,2018
35,Malaysia,Southeast Asia,0.801825293350717,0.7042493104820725,0.07056412825651302,0.6304347826086956,0.005083764219234748,0.05280344478216819,0.013304213771839673,2018
118,Mali,Sub-Saharan Africa,0.035541069100391134,0.2242578307035983,0.022469939879759517,0.36956521739130443,0.052428128231644264,0.02362613981762918,0.01257142857142857,2018
22,Malta,Western Europe,0.8415254237288136,0.07702800272807094,0.07718036072144288,0.7173913043478259,0.0921158221302999,0.06371732522796353,0.031991778006166496,2018
126,Mauritania,Middle East And North Africa,0.5454237288135593,0.3377947826643493,0.03384669338677355,0.4347826086956521,0.01834746639089969,0.022749746707193517,0.02098869475847893,2018
